STATION,STATION_NAME,LATITUDE,LONGITUDE,DATE,TMAX,TMIN,Average Daily Wind Speed,Rainfall,Snowfall
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,64,50,11.41,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,63,53,12.3,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,64,50,15.21,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,65,48,20.13,7.59,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,62,50,13.2,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,60,54,9.84,0.07,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,62,51,10.29,0.15,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,63,51,8.5,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,61,50,3.58,0.16,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,66,55,12.08,0.66,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,66,55,8.05,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,61,56,11.86,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,67,53,12.75,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,67,54,12.08,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,69,51,10.96,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,63,53,19.91,7.43,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,60,52,17.22,7.23,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,66,52,14.32,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,65,53,14.99,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,76,51,11.63,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,71,53,13.65,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,68,52,12.75,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,71,51,8.05,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,69,52,9.62,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,79,53,9.4,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,90,57,8.72,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,86,54,16.51,8.11,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,68,52,13.87,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,66,53,11.86,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,70,52,11.18,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,65,52,11.86,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,69,53,11.86,6.32,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,65,53,12.3,8.43,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,62,55,6.49,0.52,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,64,54,12.08,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,69,53,11.41,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,80,54,10.74,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,70,53,15.66,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,84,56,12.3,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,69,55,21.88,7.97,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,78,52,10.51,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,70,52,13.2,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,69,53,12.97,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,72,53,11.41,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,66,52,11.18,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,69,53,12.75,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,63,53,14.54,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,65,54,12.97,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,61,55,13.87,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,63,55,17.22,8.21,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,64,55,13.42,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,70,56,9.62,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,67,57,10.07,0,0
GHCND:USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT CA US,37.65806,-122.438,,75,56,9.17,0,0
